city|location|price|bedrooms|bathrooms|size
Gujranwala|Valencia Housing Society, Lahore|0|4|None|2250
Gujranwala|Valencia Housing Society, Lahore|0|6|None|4500
Gujranwala|Paragon City, Lahore|0|3|None|1125
Gujranwala|Lake City - Sector M7 - Block A, Lake City - Sector M-7|0|6|None|1575
Gujranwala|DHA 9 Town - Block D, DHA 9 Town|0|3|None|1125
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|9000
Gujranwala|Bahria Town - Nargis Block, Bahria Town - Sector C|0|5|None|4500
Gujranwala|Bahria Town - Tulip Block, Bahria Town - Sector C|0|6|None|2700
Gujranwala|DHA Phase 4, DHA Defence|0|4|None|2250
Gujranwala|DHA Phase 7 - Block R, DHA Phase 7|0|5|None|4500
Gujranwala|Paragon City, Lahore|0|5|None|2250
Gujranwala|DHA Phase 6 - Block J, DHA Phase 6|0|5|None|4500
Gujranwala|Paragon City, Lahore|0|3|None|900
Gujranwala|DHA Phase 6 - Block K, DHA Phase 6|0|5|None|4500
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Lake City, Raiwind Road|0|2|None|900
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
Gujranwala|Park View City, Lahore|0|5|None|2250
Gujranwala|Sabzazar Scheme - Block B, Sabzazar Scheme|0|3|None|675
Gujranwala|Park View City, Lahore|0|3|None|788
Gujranwala|Canal Garden - Block H, Canal Garden|0|6|None|2250
Gujranwala|Bahria Orchard Phase 1 - Eastern, Bahria Orchard Phase 1|0|4|None|1125
Gujranwala|DHA Phase 6 - Block K, DHA Phase 6|0|5|None|4500
Gujranwala|DHA Phase 3, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7 - Block Q, DHA Phase 7|0|5|None|4500
Gujranwala|DHA Phase 4 - Block CC, DHA Phase 4|0|5|None|4500
Gujranwala|DHA Phase 7 - Block P, DHA Phase 7|0|5|None|4500
Gujranwala|DHA Phase 5 - Block K, DHA Phase 5|0|5|None|9000
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Paragon City, Lahore|0|3|None|1125
Gujranwala|State Life Housing Phase 1, State Life Housing Society|0|5|None|4500
Gujranwala|Paragon City, Lahore|0|5|None|2250
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 8, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7 - Block Y, DHA Phase 7|0|5|None|4500
Gujranwala|Park View City, Lahore|0|3|None|788
Gujranwala|Lake City - Sector M-2A, Lake City|0|5|None|2250
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA 11 Rahbar Phase 1 - Block C, DHA 11 Rahbar Phase 1|0|5|None|2250
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
Gujranwala|Park View City - Tulip Extension Block, Park View City|0|4|None|1125
Gujranwala|Jubilee Town - Block F, Jubilee Town|0|6|None|1125
Gujranwala|Park View City - Tulip Overseas, Park View City|0|4|None|1125
Gujranwala|DHA 9 Town - Block C, DHA 9 Town|0|3|None|1125
Gujranwala|Bahria Town - Sector E, Bahria Town|0|5|None|2250
Gujranwala|Bahria Town - Sector F, Bahria Town|0|3|None|1125
Gujranwala|Bahria Town - Sector D, Bahria Town|0|5|None|1125
Gujranwala|Bahria Town - Sector F, Bahria Town|0|1|None|652
Gujranwala|Bahria Town - Sector B, Bahria Town|0|5|None|1800
Gujranwala|Park View City - Rose Block, Park View City|0|5|None|3600
Gujranwala|Park View City - Platinum Block, Park View City|0|2|None|1462
Gujranwala|Bedian Road, Lahore|0|7|None|36450
Gujranwala|Bedian Road, Lahore|0|3|None|36000
Gujranwala|Bedian Road, Lahore|0|2|None|36000
Gujranwala|Bedian Road, Lahore|0|2|None|45000
Gujranwala|Bedian Road, Lahore|0|4|None|27000
Gujranwala|Bedian Road, Lahore|0|6|None|13500
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 7 - Block T, DHA Phase 7|0|5|None|4500
Gujranwala|Lake City - Sector M-7B, Lake City|0|4|None|1125
Gujranwala|Audit & Accounts Housing Society, Lahore|0|2|None|900
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Jubilee Town - Block C, Jubilee Town|0|3|None|675
Gujranwala|DHA Phase 6, DHA Defence|0|7|None|18000
Gujranwala|Al Noor Park Housing - Block A, Al Noor Park Housing Society|0|3|None|675
Gujranwala|Al-Ahmad Garden Housing Scheme, GT Road|0|4|None|1125
Gujranwala|Formanites Housing Scheme, Lahore|0|3|None|675
Gujranwala|DHA Phase 3 - Block XX, DHA Phase 3|0|3|None|1125
Gujranwala|DHA Phase 6 - Block C, DHA Phase 6|0|5|None|4500
Gujranwala|Paragon City - Executive Block, Paragon City|0|3|None|1125
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|Gulshan-e-Ravi, Lahore|0|4|None|900
Gujranwala|Gulshan-e-Ravi, Lahore|0|4|None|720
Gujranwala|Bedian Road, Lahore|0|1|None|13500
Gujranwala|Bedian Road, Lahore|0|1|None|36000
Gujranwala|Midway Commercial, Bahria Town|0|1|None|360
Gujranwala|Bahria Town - Sector F, Bahria Town|0|2|None|652
Gujranwala|Paragon City, Lahore|0|3|None|1125
Gujranwala|Paragon City, Lahore|0|3|None|1125
Gujranwala|Paragon City, Lahore|0|3|None|1125
Gujranwala|Bahria Town - Sector D, Bahria Town|0|2|None|675
Gujranwala|DHA Phase 3 - Block Y, DHA Phase 3|0|5|None|9000
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6 - Block M, DHA Phase 6|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|9450
Gujranwala|Bahria Town - Overseas A, Bahria Town - Overseas Enclave|0|5|None|4500
Gujranwala|Wapda Town Phase 1 - Block E1, Wapda Town Phase 1|0|7|None|4500
Gujranwala|Allama Iqbal Town, Lahore|0|5|None|2250
Gujranwala|Paragon City - Imperial 1 Block, Paragon City|0|5|None|2250
Gujranwala|Paragon City, Lahore|0|3|None|1125
Gujranwala|DHA Phase 7 - Block V, DHA Phase 7|0|5|None|4500
Gujranwala|DHA Phase 4 - Block HH, DHA Phase 4|0|6|None|4500
Gujranwala|Gulshan-e-Ravi, Lahore|0|3|None|608
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Bahria Town - Jasmine Block, Bahria Town - Sector C|0|0|None|428
Gujranwala|Park View City, Lahore|0|3|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA 9 Town - Block B, DHA 9 Town|0|3|None|1125
Gujranwala|DHA Phase 6 - Block K, DHA Phase 6|0|5|None|4500
Gujranwala|DHA Phase 7 - Block S, DHA Phase 7|0|5|None|4500
Gujranwala|DHA Phase 6 - Block L, DHA Phase 6|0|5|None|4500
Gujranwala|Paragon City, Lahore|0|3|None|900
Gujranwala|Paragon City, Lahore|0|3|None|1125
Gujranwala|Paragon City, Lahore|0|5|None|2250
Gujranwala|Shah Jamal, Lahore|0|6|None|1125
Gujranwala|DHA Phase 6 - Block E, DHA Phase 6|0|6|None|9000
Gujranwala|LDA Avenue, Lahore|0|6|None|2250
Gujranwala|Lake City - Sector M7 - Block C, Lake City - Sector M-7|0|3|None|1125
Gujranwala|Lake City, Raiwind Road|0|2|None|990
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Etihad Town Phase 1, Etihad Town|0|1|None|248
Gujranwala|Bahria Town - Takbeer Block, Bahria Town - Sector B|0|1|None|495
Gujranwala|Farooq Colony, Lahore|0|2|None|675
Gujranwala|Bahria Town - Jinnah Block, Bahria Town - Sector E|0|3|None|1125
Gujranwala|Bahria Town - Block BB, Bahria Town - Sector D|0|3|None|1125
Gujranwala|DHA Phase 3 - Block X, DHA Phase 3|0|5|None|4500
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
Gujranwala|Askari 1, Askari|0|3|None|2475
Gujranwala|Green City, Lahore|0|4|None|1575
Gujranwala|Allama Iqbal Town - Neelam Block, Allama Iqbal Town|0|3|None|1125
Gujranwala|State Life Phase 1 - Block E, State Life Housing Phase 1|0|5|None|4500
Gujranwala|Khayaban-e-Quaid, Lahore|0|3|None|450
Gujranwala|Gulberg 3, Gulberg|0|5|None|5400
Gujranwala|Park View City - Tulip Extension Block, Park View City|0|4|None|1125
Gujranwala|DHA Phase 7, DHA Defence|0|7|None|4500
Gujranwala|DHA Phase 3, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 4, DHA Defence|0|4|None|2250
Gujranwala|DHA Phase 5 - Block H, DHA Phase 5|0|5|None|4500
Gujranwala|DHA 9 Town - Block A, DHA 9 Town|0|5|None|2250
Gujranwala|DHA Phase 6 - Block K, DHA Phase 6|0|5|None|4500
Gujranwala|Bahria Town - Nargis Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 6 - Block C, DHA Phase 6|0|6|None|4500
Gujranwala|DHA Phase 7 - Block Q, DHA Phase 7|0|5|None|4500
Gujranwala|Bahria Town - Jinnah Block, Bahria Town - Sector E|0|3|None|1125
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Etihad Town Phase 1 - Block C, Etihad Town Phase 1|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 6, DHA Defence|0|7|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7 - Block Q, DHA Phase 7|0|5|None|9000
Gujranwala|DHA Phase 7, DHA Defence|0|4|None|2250
Gujranwala|New Lahore City, Lahore|0|3|None|675
Gujranwala|Bankers Avenue Cooperative Housing Society, Lahore|0|5|None|4500
Gujranwala|Central Park Housing Scheme, Lahore|0|3|None|788
Gujranwala|DHA Phase 7 - Block U, DHA Phase 7|0|5|None|4500
Gujranwala|DHA Phase 1, DHA Defence|0|4|None|2250
Gujranwala|DHA Phase 6 - Block D, DHA Phase 6|0|5|None|4500
Gujranwala|DHA Phase 5 - Block H, DHA Phase 5|0|5|None|4500
Gujranwala|DHA Phase 7 - Block R, DHA Phase 7|0|5|None|4500
Gujranwala|DHA Phase 3 - Block W, DHA Phase 3|0|5|None|5400
Gujranwala|DHA Phase 4 - Block GG, DHA Phase 4|0|5|None|4500
Gujranwala|State Life Housing Phase 1, State Life Housing Society|0|4|None|2700
Gujranwala|State Life Housing Society, Lahore|0|5|None|4500
Gujranwala|Canal Garden - Tip Sector, Canal Garden|0|6|None|2520
Gujranwala|Bahria Town - Jasmine Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|Bahria Town - Iris Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|Askari 10 - Sector D, Askari 10|0|3|None|2700
Gujranwala|Park View City - Tulip Overseas, Park View City|0|4|None|1125
Gujranwala|DHA Phase 7 - Block T, DHA Phase 7|0|5|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|Formanites Housing Scheme - Block J, Formanites Housing Scheme|0|3|None|675
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|9000
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Central Park Housing Scheme, Lahore|0|4|None|1125
Gujranwala|Central Park Housing Scheme, Lahore|0|5|None|2250
Gujranwala|Askari 10, Askari|0|5|None|4500
Gujranwala|Bahria Town - Iris Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|Askari 10, Askari|0|4|None|3825
Gujranwala|DHA Phase 4, DHA Defence|0|6|None|4500
Gujranwala|Bahria Town - Talha Block, Bahria Town - Sector E|0|1|None|518
Gujranwala|Grand 11, Bahria Town - Overseas B|0|1|None|450
Gujranwala|Bahria Town - Talha Block, Bahria Town - Sector E|0|1|None|472
Gujranwala|Bahria Town - Talha Block, Bahria Town - Sector E|0|0|None|518
Gujranwala|Bahria Town - Nishtar Block, Bahria Town - Sector E|0|0|None|315
Gujranwala|Bahria Town - Nishtar Block, Bahria Town - Sector E|0|1|None|495
Gujranwala|Bahria Town - Nishtar Block, Bahria Town - Sector E|0|2|None|878
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 5 - Block H, DHA Phase 5|0|5|None|4500
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 6 - Block C, DHA Phase 6|0|5|None|4500
Gujranwala|Bismillah Housing Scheme, GT Road|0|6|None|2250
Gujranwala|Khayaban-e-Amin, Lahore|0|6|None|4050
Gujranwala|Bankers Avenue Cooperative Housing Society, Lahore|0|4|None|1125
Gujranwala|Bahria Town - Nishtar Block, Bahria Town - Sector E|0|1|None|495
Gujranwala|Low Cost - Block G, Low Cost Sector|0|3|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Askari 11 - Sector B Apartments, Askari 11|0|4|None|2700
Gujranwala|Bahria Town - Iris Block, Bahria Town - Sector C|0|7|None|4500
Gujranwala|Askari 11, Askari|0|3|None|2250
Gujranwala|Allama Iqbal Town - Pak Block, Allama Iqbal Town|0|5|None|2250
Gujranwala|Johar Town, Lahore|0|6|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|3|None|788
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Lake City Sector M8 - Block B1, Lake City - Sector M-8|0|4|None|1125
Gujranwala|Lake City - Sector M-7B, Lake City|0|4|None|1125
Gujranwala|Lake City, Raiwind Road|0|5|None|2250
Gujranwala|DHA Phase 7 - Block P, DHA Phase 7|0|5|None|4500
Gujranwala|Lake City, Raiwind Road|0|5|None|2250
Gujranwala|Low Cost - Block G, Low Cost Sector|0|3|None|1125
Gujranwala|Cantt, Lahore|0|5|None|3825
Gujranwala|NFC 1, Lahore|0|6|None|4500
Gujranwala|DHA 11 Rahbar Phase 2, DHA 11 Rahbar|0|3|None|1125
Gujranwala|Formanites Housing Scheme - Block M, Formanites Housing Scheme|0|7|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|18000
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|Bahria Town - Sector E, Bahria Town|0|3|None|1125
Gujranwala|Bahria Town - Sector E, Bahria Town|0|3|None|1125
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Bahria Town - Sector E, Bahria Town|0|5|None|2250
Gujranwala|Faisal Town, Lahore|0|4|None|2250
Gujranwala|DHA Phase 5 - Block B, DHA Phase 5|0|5|None|4500
Gujranwala|DHA Phase 1 - Block N, DHA Phase 1|0|5|None|4500
Gujranwala|DHA Phase 4 - Block FF, DHA Phase 4|0|6|None|4500
Gujranwala|DHA Phase 3 - Block X, DHA Phase 3|0|5|None|4500
Gujranwala|DHA Phase 1 - Block C, DHA Phase 1|0|5|None|4500
Gujranwala|DHA Phase 3 - Block Z, DHA Phase 3|0|5|None|4500
Gujranwala|DHA Phase 4 - Block EE, DHA Phase 4|0|5|None|4500
Gujranwala|Lake City, Raiwind Road|0|4|None|1125
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|4500
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|2250
Gujranwala|Askari 11 - Sector A, Askari 11|0|4|None|2250
Gujranwala|Gulberg 2, Gulberg|0|3|None|2002
Gujranwala|Dream Gardens Phase 1, Dream Gardens|0|1|None|585
Gujranwala|DHA 9 Town - Block D, DHA 9 Town|0|3|None|1125
Gujranwala|AWT Phase 2 - Block C-1, AWT Phase 2|0|3|None|900
Gujranwala|Wapda Town Phase 1 - Block E1, Wapda Town Phase 1|0|5|None|4500
Gujranwala|Lake City, Raiwind Road|0|2|None|990
Gujranwala|Formanites Housing Scheme, Lahore|0|4|None|675
Gujranwala|Vital Homes DD, Vital Homes Housing Scheme|0|3|None|675
Gujranwala|Audit & Accounts Phase 1, Audit & Accounts Housing Society|0|4|None|900
Gujranwala|Township - Sector B1, Township|0|3|None|540
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
Gujranwala|Valencia Housing Society, Lahore|0|5|None|4500
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|2250
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|2250
Gujranwala|Paragon City - Imperial 1 Block, Paragon City|0|5|None|2250
Gujranwala|Paragon City - Woods 1 Block, Paragon City|0|3|None|1125
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|2250
Gujranwala|Paragon City - Woods 1 Block, Paragon City|0|3|None|1125
Gujranwala|Paragon City - Imperial 1 Block, Paragon City|0|5|None|2250
Gujranwala|Paragon City - Orchard 1 Block, Paragon City|0|3|None|900
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|6|None|9000
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|9000
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Al Rehman Garden Phase 2, Al Rehman Garden|0|6|None|1125
Gujranwala|Military Accounts Housing Society, Lahore|0|4|None|900
Gujranwala|Bahria Orchard Phase 4, Bahria Orchard|0|1|None|518
Gujranwala|Askari 11 - Sector D, Askari 11|0|3|None|2250
Gujranwala|NFC 1, Lahore|0|6|None|4500
Gujranwala|Bahria Town - Sector E, Bahria Town|0|4|None|1350
Gujranwala|Formanites Housing Scheme, Lahore|0|3|None|675
Gujranwala|Formanites Housing Scheme, Lahore|0|5|None|2250
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|2250
Gujranwala|Bahria Town - Sector D, Bahria Town|0|3|None|1125
Gujranwala|Park View City, Lahore|0|5|None|2250
Gujranwala|Park View City, Lahore|0|3|None|788
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 7, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|7|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|7|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|4500
Gujranwala|Al Rehman Garden Phase 2, Al Rehman Garden|0|5|None|1350
Gujranwala|Askari 11, Askari|0|3|None|2250
Gujranwala|DHA Phase 6 - Block F, DHA Phase 6|0|5|None|4500
Gujranwala|DHA Phase 6 - Block K, DHA Phase 6|0|5|None|5400
Gujranwala|Park View City, Lahore|0|5|None|1125
Gujranwala|18 Park Residence, Union Livings|0|1|None|698
Gujranwala|DHA 11 Rahbar Phase 2 - Block H, DHA 11 Rahbar Phase 2|0|3|None|1125
Gujranwala|Bahria Town - Block AA, Bahria Town - Sector D|0|3|None|1125
Gujranwala|Bahria Town - Block CC, Bahria Town - Sector D|0|3|None|1125
Gujranwala|Valencia Housing Society, Lahore|0|5|None|4500
Gujranwala|Formanites Housing Scheme, Lahore|0|3|None|675
Gujranwala|Formanites Housing Scheme, Lahore|0|5|None|2250
Gujranwala|DHA 11 Rahbar, Lahore|0|3|None|1125
Gujranwala|DHA 11 Rahbar Phase 2, DHA 11 Rahbar|0|3|None|1125
Gujranwala|DHA Phase 6 - Block B, DHA Phase 6|0|6|None|9000
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Bahria Town - Quaid Block, Bahria Town - Sector E|0|1|None|292
Gujranwala|DHA Phase 6 - Block H, DHA Phase 6|0|5|None|4950
Gujranwala|DHA Phase 5 - Block G, DHA Phase 5|0|5|None|9000
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Lake City - Sector M7 - Block B, Lake City - Sector M-7|0|4|None|1125
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Al Rehman Garden Phase 2, Al Rehman Garden|0|3|None|675
Gujranwala|Lake City, Raiwind Road|0|4|None|1125
Gujranwala|Al-Ahmad Garden Housing Scheme, GT Road|0|5|None|1125
Gujranwala|DHA Phase 5, DHA Defence|0|4|None|2250
Gujranwala|Askari 11, Askari|0|4|None|2700
Gujranwala|DHA Phase 7, DHA Defence|0|6|None|4950
Gujranwala|Wapda Town Phase 1 - Block H1, Wapda Town Phase 1|0|7|None|9000
Gujranwala|Bankers Co-operative Housing Society, Lahore|0|5|None|2250
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Askari 11 - Sector B Apartments, Askari 11|0|3|None|2250
Gujranwala|Fateh Garh, Lahore|0|0|None|900
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|Moeez Town, Harbanspura|0|0|None|675
Gujranwala|DHA Phase 5, DHA Defence|0|11|None|18000
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Park View City, Lahore|0|3|None|788
Gujranwala|Wapda Town Phase 1, Wapda Town|0|5|None|4500
Gujranwala|Johar Town Phase 2, Johar Town|0|7|None|2700
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 6 - Block C, DHA Phase 6|0|6|None|4950
Gujranwala|DHA Phase 5, DHA Defence|0|4|None|2250
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|Bismillah Housing Scheme, GT Road|0|0|None|1125
Gujranwala|Bismillah Housing Scheme - Haider Block, Bismillah Housing Scheme|0|3|None|675
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Bankers Avenue Cooperative Housing Society, Lahore|0|5|None|4500
Gujranwala|Aamir Town, Harbanspura|0|3|None|675
Gujranwala|Lahore Medical Housing Society, Lahore|0|3|None|675
Gujranwala|Sajid Garden, Lahore|0|3|None|832
Gujranwala|Al Hafeez Garden - Phase 5, Al Hafeez Gardens|0|3|None|675
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|2250
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|7|None|9000
Gujranwala|DHA Phase 5, DHA Defence|0|7|None|9000
Gujranwala|DHA Phase 6, DHA Defence|0|7|None|9000
Gujranwala|DHA Phase 5, DHA Defence|0|7|None|9000
Gujranwala|DHA Phase 5, DHA Defence|0|7|None|9000
Gujranwala|Askari 11 - Sector B Apartments, Askari 11|0|3|None|2250
Gujranwala|Askari 11 - Sector D, Askari 11|0|3|None|2250
Gujranwala|Askari 11, Askari|0|4|None|2700
Gujranwala|DHA Phase 7, DHA Defence|0|6|None|4500
Gujranwala|Central Park Housing Scheme, Lahore|0|4|None|1125
Gujranwala|Bismillah Housing Scheme - Hussain Block, Bismillah Housing Scheme|0|6|None|2250
Gujranwala|Bahria Orchard, Lahore|0|3|None|1125
Gujranwala|Bahria Orchard, Lahore|0|4|None|2250
Gujranwala|Bahria Town - Jasmine Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|Al Rehman Garden Phase 2, Al Rehman Garden|0|3|None|675
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
